,INT_DATE,INT_START,SUBSTRATUM,STRATUM,COUNTRY,ID,RESPAGE,RESPSEX,RESPEMP,RESPPOB,RESPMAR,TRUCRTS,TRUPARL,TRUEXEC,TRUPRES,TRUHLTH,TRUNGOS,TRUMEDI,TRULOCG,TRURELI,TRUOMB,TRUSTEU,TRUSTUN,Region_Code,NO<sub>2,SO<sub>2,PM2.5,PM10,O<sub>3,CO,NO<sub>2_lag1,SO<sub>2_lag1,PM2.5_lag1,PM10_lag1,O<sub>3_lag1,CO_lag1,NO<sub>2_lag2,SO<sub>2_lag2,PM2.5_lag2,PM10_lag2,O<sub>3_lag2,CO_lag2,NO<sub>2_lag3,SO<sub>2_lag3,PM2.5_lag3,PM10_lag3,O<sub>3_lag3,CO_lag3,NO<sub>2_lag4,SO<sub>2_lag4,PM2.5_lag4,PM10_lag4,O<sub>3_lag4,CO_lag4,NO<sub>2_lag5,SO<sub>2_lag5,PM2.5_lag5,PM10_lag5,O<sub>3_lag5,CO_lag5,row_id,date,hour,NO2_hour,SO2_hour,PM2.5_hour,PM10_hour,O3_hour,CO_hour,TRUST_SCORE
532,2019-10-24,14,1,1,3,40308505,20,1,0,3,1,3,3,2,3,4,3,3,3,4,4,4,3,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,532,2019-10-24,14.0,26.380000000000003,10.1625,32.114,64.572,32.3025,0.5533333333333333,0.7702166347186657
533,2019-10-24,15,1,1,3,80505113,42,2,0,3,2,1,1,2,1,1,2,3,1,5,3,5,3,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,533,2019-10-24,15.0,20.7675,8.817499999999999,25.444,56.084,38.0025,0.5266666666666667,-1.025726706054865
537,2019-10-24,15,1,1,3,70400815,63,2,0,1,8,2,1,1,1,3,3,3,1,4,3,3,3,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,537,2019-10-24,15.0,20.7675,8.817499999999999,25.444,56.084,38.0025,0.5266666666666667,-0.9535468958466045
540,2019-10-24,15,1,1,3,20201609,72,2,0,3,2,2,3,4,4,4,3,4,4,4,3,3,4,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,540,2019-10-24,15.0,20.7675,8.817499999999999,25.444,56.084,38.0025,0.5266666666666667,1.2620597709281383
545,2019-10-24,16,1,1,3,80505123,71,2,0,3,8,2,1,1,1,3,2,4,2,5,1,3,4,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,545,2019-10-24,16.0,25.1225,8.755,22.41,49.584,43.175,0.51,-0.8487721875932235
546,2019-10-24,16,1,1,3,70400814,31,1,1,1,2,2,3,4,3,5,3,4,5,5,4,4,3,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,546,2019-10-24,16.0,25.1225,8.755,22.41,49.584,43.175,0.51,1.6190420340707286
549,2019-10-24,17,1,1,3,80505125,24,2,1,4,2,3,4,1,3,3,3,4,1,4,3,3,3,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,549,2019-10-24,17.0,22.2625,8.775,22.722,51.456,49.0325,0.4133333333333333,0.15972155197685453
550,2019-10-24,17,1,1,3,10101720,78,2,0,1,8,3,3,3,4,4,2,3,3,5,4,3,4,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,550,2019-10-24,17.0,22.2625,8.775,22.722,51.456,49.0325,0.4133333333333333,1.091628055047885
551,2019-10-24,17,9,2,3,707907902,41,1,1,1,2,2,2,2,2,4,3,3,3,5,3,2,3,9,37.88,0.8500000000000001,35.52,74.21000000000001,44.16,0.24,39.45,0.945,37.335,78.17,43.43,0.2,36.9,0.41,32.725,64.855,43.99,0.61,33.87,1.16,41.325,73.92999999999999,33.26,0.38,38.08,2.105,40.875,80.35,42.34,0.36,51.57,3.065,37.575,79.785,43.19,0.22,551,2019-10-24,17.0,28.78,1.285,20.34,43.525,20.03,0.06,0.01579238347417856
553,2019-10-25,12,1,1,3,30204607,31,2,1,3,2,3,3,3,3,3,2,3,4,4,4,5,4,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,553,2019-10-25,12.0,22.887500000000003,9.75,23.428,56.076,26.1525,0.5933333333333334,1.1289912153773147
554,2019-10-25,12,1,1,3,40305715,82,2,0,2,8,2,3,3,4,3,4,5,4,5,4,4,4,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,554,2019-10-25,12.0,22.887500000000003,9.75,23.428,56.076,26.1525,0.5933333333333334,1.4439231274928899
555,2019-10-25,12,1,1,3,140701004,82,2,0,1,8,3,3,3,3,3,3,3,3,3,3,3,3,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,555,2019-10-25,12.0,22.887500000000003,9.75,23.428,56.076,26.1525,0.5933333333333334,0.5135368670286731
556,2019-10-25,14,1,1,3,70400807,37,2,0,3,5,4,3,3,5,3,3,1,5,5,3,2,3,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,556,2019-10-25,14.0,27.21,9.18,25.876,63.602,32.275,0.6066666666666667,1.1484128970106242
557,2019-10-25,14,1,1,3,30204611,18,2,0,3,-1,4,3,4,1,5,3,3,4,2,5,4,4,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,557,2019-10-25,14.0,27.21,9.18,25.876,63.602,32.275,0.6066666666666667,1.4352149420083802
558,2019-10-25,14,1,1,3,201001219,27,1,1,1,1,3,2,2,2,3,3,3,3,3,3,3,3,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,558,2019-10-25,14.0,27.21,9.18,25.876,63.602,32.275,0.6066666666666667,0.012437316245641082
559,2019-10-25,14,1,1,3,20201624,78,2,0,2,8,2,2,3,2,3,2,2,3,4,3,4,4,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,559,2019-10-25,14.0,27.21,9.18,25.876,63.602,32.275,0.6066666666666667,0.11409549702945507
560,2019-10-25,14,1,1,3,140701013,70,2,0,2,8,3,3,3,3,3,3,3,3,5,3,3,3,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,560,2019-10-25,14.0,27.21,9.18,25.876,63.602,32.275,0.6066666666666667,0.6411592669681907
561,2019-10-25,14,1,1,3,70400819,53,2,0,1,8,2,3,1,2,2,2,2,2,5,3,4,3,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,561,2019-10-25,14.0,27.21,9.18,25.876,63.602,32.275,0.6066666666666667,-0.40335466697530453
562,2019-10-25,15,1,1,3,201001224,18,1,0,3,-1,4,4,4,4,4,4,4,4,4,4,4,4,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,562,2019-10-25,15.0,22.6125,9.1675,22.338,53.198,36.77,0.6,2.0835138838862037
563,2019-10-25,15,1,1,3,70400804,75,2,0,1,2,1,1,1,1,1,3,3,1,3,3,4,3,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,563,2019-10-25,15.0,22.6125,9.1675,22.338,53.198,36.77,0.6,-1.3407700019718354
564,2019-10-25,16,1,1,3,30204620,47,1,1,3,2,1,1,1,1,1,3,3,1,1,3,1,1,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,564,2019-10-25,16.0,24.6725,9.5,21.774,51.168,41.835,0.5933333333333334,-1.9765685891790725
565,2019-10-25,16,1,1,3,160804906,79,2,0,2,1,3,4,4,4,4,2,3,4,5,4,2,4,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,565,2019-10-25,16.0,24.6725,9.5,21.774,51.168,41.835,0.5933333333333334,1.544011039678119
566,2019-10-25,16,1,1,3,201001225,33,2,0,3,5,3,2,3,4,4,4,3,4,4,4,4,4,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,566,2019-10-25,16.0,24.6725,9.5,21.774,51.168,41.835,0.5933333333333334,1.2690715498016754
567,2019-10-25,16,9,2,3,718100509,53,2,0,1,1,3,3,3,4,4,4,4,3,5,4,4,4,9,38.35,0.915,38.77,83.835,44.5,0.33,37.88,0.8500000000000001,35.52,74.21000000000001,44.16,0.24,39.45,0.945,37.335,78.17,43.43,0.2,36.9,0.41,32.725,64.855,43.99,0.61,33.87,1.16,41.325,73.92999999999999,33.26,0.38,38.08,2.105,40.875,80.35,42.34,0.36,567,2019-10-25,16.0,16.19,1.605,18.67,40.2,20.18,0.08,1.442501113195113
568,2019-10-25,16,1,1,3,180904018,57,1,1,1,1,4,3,2,1,3,3,3,2,4,3,3,3,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,568,2019-10-25,16.0,24.6725,9.5,21.774,51.168,41.835,0.5933333333333334,0.10024283912607576
569,2019-10-25,16,1,1,3,60303003,41,1,1,1,1,1,3,3,1,3,2,2,3,4,2,2,1,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,569,2019-10-25,16.0,24.6725,9.5,21.774,51.168,41.835,0.5933333333333334,-0.6708814223520935
572,2019-10-25,16,1,1,3,70401204,77,2,0,1,1,2,2,4,5,3,1,2,2,5,2,3,3,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,572,2019-10-25,16.0,24.6725,9.5,21.774,51.168,41.835,0.5933333333333334,0.15853019666691134
573,2019-10-25,17,1,1,3,201001226,29,2,0,3,2,4,2,3,2,3,3,3,3,5,4,3,3,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,573,2019-10-25,17.0,25.29,10.075,23.75,56.502,46.7725,0.5066666666666667,0.6145925742944326
574,2019-10-25,17,1,1,3,140701015,46,2,0,2,6,3,3,3,2,2,2,4,3,4,3,3,3,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,574,2019-10-25,17.0,25.29,10.075,23.75,56.502,46.7725,0.5066666666666667,0.3368974632924713
575,2019-10-25,18,9,2,3,718100513,30,2,0,1,2,3,2,2,2,3,3,4,2,4,2,4,4,9,38.35,0.915,38.77,83.835,44.5,0.33,37.88,0.8500000000000001,35.52,74.21000000000001,44.16,0.24,39.45,0.945,37.335,78.17,43.43,0.2,36.9,0.41,32.725,64.855,43.99,0.61,33.87,1.16,41.325,73.92999999999999,33.26,0.38,38.08,2.105,40.875,80.35,42.34,0.36,575,2019-10-25,18.0,55.96,0.94,20.57,53.515,16.44,0.06,0.061004511866284396
576,2019-10-25,18,9,2,3,697906307,63,2,1,1,2,4,3,3,4,5,4,4,4,5,4,4,4,9,38.35,0.915,38.77,83.835,44.5,0.33,37.88,0.8500000000000001,35.52,74.21000000000001,44.16,0.24,39.45,0.945,37.335,78.17,43.43,0.2,36.9,0.41,32.725,64.855,43.99,0.61,33.87,1.16,41.325,73.92999999999999,33.26,0.38,38.08,2.105,40.875,80.35,42.34,0.36,576,2019-10-25,18.0,55.96,0.94,20.57,53.515,16.44,0.06,1.9148990935409391
577,2019-10-25,18,1,1,3,70401218,31,2,1,3,6,3,3,3,1,3,3,3,3,5,3,3,3,1,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,577,2019-10-25,18.0,35.129999999999995,9.14,23.016,56.562,49.7725,0.4733333333333333,0.36015945267144517
579,2019-10-25,19,9,2,3,718100508,62,2,1,1,-1,1,1,2,1,3,2,3,2,3,2,3,4,9,38.35,0.915,38.77,83.835,44.5,0.33,37.88,0.8500000000000001,35.52,74.21000000000001,44.16,0.24,39.45,0.945,37.335,78.17,43.43,0.2,36.9,0.41,32.725,64.855,43.99,0.61,33.87,1.16,41.325,73.92999999999999,33.26,0.38,38.08,2.105,40.875,80.35,42.34,0.36,579,2019-10-25,19.0,76.68,0.83,28.74,81.08,20.51,0.07,-0.9262442411083229
581,2019-10-26,12,1,1,3,50306515,39,2,1,1,2,2,3,3,1,2,4,3,3,2,4,4,3,1,28.87,10.2675,24.55,57.88199999999999,58.91666666666666,0.93,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,581,2019-10-26,12.0,30.775,10.5,23.968,58.94,19.3175,0.6966666666666668,0.19353496254195138
582,2019-10-26,13,1,1,3,140702810,34,2,1,3,2,3,3,1,1,3,4,3,3,5,4,4,4,1,28.87,10.2675,24.55,57.88199999999999,58.91666666666666,0.93,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,582,2019-10-26,13.0,25.2225,10.0,20.552,49.95,24.025,0.6866666666666666,0.4451774680998467
586,2019-10-26,15,1,1,3,180909322,66,2,0,3,6,2,1,2,2,4,4,4,2,5,4,3,4,1,28.87,10.2675,24.55,57.88199999999999,58.91666666666666,0.93,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,586,2019-10-26,15.0,24.3025,9.25,17.412,48.964,35.3675,0.63,0.1747761634418884
587,2019-10-26,15,1,1,3,170902514,18,2,0,3,-1,2,2,2,1,4,4,1,2,4,3,4,4,1,28.87,10.2675,24.55,57.88199999999999,58.91666666666666,0.93,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,587,2019-10-26,15.0,24.3025,9.25,17.412,48.964,35.3675,0.63,-0.2056579505343579
588,2019-10-26,16,1,1,3,150802506,30,2,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,28.87,10.2675,24.55,57.88199999999999,58.91666666666666,0.93,26.65333333333333,9.845,25.214,59.128,58.47,0.81,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,588,2019-10-26,16.0,24.2025,9.5,18.44,49.974,41.695,0.5866666666666667,0.5135368670286731
